,Team,MatchID,Split No.,Period,Delta Time,Split Reason,Splitting Team,Delta xG,Weakly Connected,Strongly Connected,Average Shortest Path,Radius,Diameter,Eccentricity Mean,Central Node,Average Eigenvector Centrality,Density,Mean Clustering
130,Chelsea FCW,3775581,2,2,19,break,Aston Villa,0.360588853,True,True,1.723809523809524,2,3,2.7333333333333334,Magdalena Lilly Eriksson,0.24086270088254327,0.3619047619047619,0.43591299197117495
131,Chelsea FCW,3775581,3,2,29,sub,Aston Villa,0.095404847,True,True,1.4318181818181819,2,3,2.1666666666666665,Jessie Alexandra Fleming,0.2793438487240523,0.5909090909090909,0.6596279343984426
132,Aston Villa,3775581,0,1,23,game start,,0.0,True,True,1.9454545454545455,3,5,3.3636363636363638,Anita Amma Ankyewah Asante,0.26919386676654067,0.35454545454545455,0.35696045860204545
133,Aston Villa,3775581,1,1,24,goal,Aston Villa,0.0,True,True,1.7636363636363637,2,3,2.6363636363636362,Asmita Ale,0.29359402509763777,0.38181818181818183,0.3637331029042259
134,Aston Villa,3775581,2,2,19,break,Aston Villa,0.015560847,True,True,1.9444444444444444,2,4,2.9,Anita Amma Ankyewah Asante,0.30855728422651074,0.32222222222222224,0.22064725917357497
135,Aston Villa,3775581,3,2,29,sub,Aston Villa,0.0,True,True,2.4615384615384617,3,7,4.076923076923077,Lisa Weiß,0.25561954243172724,0.22435897435897437,0.19425179835247708
136,Reading WFC,3775579,0,1,47,game start,,1.098761096,True,True,1.3,2,2,2,Angharad James,0.29523818137264723,0.7,0.7691211400722604
137,Reading WFC,3775579,1,2,22,break,Reading WFC,0.341809167,True,False,1.5416666666666667,Error,Error,Error,Error,0.3044411297520689,0.4027777777777778,0.43338606986446093
138,Reading WFC,3775579,2,2,27,sub,Reading WFC,1.0465094969999997,True,False,1.621212121212121,Error,Error,Error,Error,0.26230505921014835,0.3484848484848485,0.5120323628382326
139,Brighton & Hove Albion WFC,3775579,0,1,45,game start,,0.41942029900000005,True,True,1.3818181818181818,2,2,2,Aileen Whelan,0.2935873954677488,0.6181818181818182,0.6936535075988484
140,Brighton & Hove Albion WFC,3775579,1,2,22,break,Reading WFC,0.137064453,True,True,1.5961538461538463,2,3,2.3076923076923075,Aileen Whelan,0.27238793014251833,0.42948717948717946,0.43840134142918197
141,Brighton & Hove Albion WFC,3775579,2,2,27,sub,Reading WFC,0.045841258,True,True,1.490909090909091,2,3,2.272727272727273,Aileen Whelan,0.2856923636909256,0.5454545454545454,0.556813080877954
