,Team,MatchID,Split No.,Period,Delta Time,Delta xG,Weakly Connected,Strongly Connected,Average Shortest Path,Radius,Diameter,Eccentricity Mean,Central Node,Average Eigenvector Centrality,Density,Mean Clustering
1943,Reading WFC,19727,1,2,34,1.5713142770000001,Error,Error,1.3333333333333333,2,2,2,Brooke Chaplen,0.2811895673698324,0.6666666666666666,0.7559523809523809
1944,Reading WFC,19727,2,2,17,0.056561604,Error,Error,1.6785714285714286,2,3,2.5,Grace Moloney,0.3285748081871201,0.42857142857142855,0.5083333333333333
1945,Birmingham City WFC,19727,0,1,45,0.7572903884999999,Error,Error,1.309090909090909,1,2,1.9090909090909092,Paige Williams,0.2941319778481995,0.6909090909090909,0.7793650793650794
1946,Birmingham City WFC,19727,1,2,34,1.1273676350000001,Error,Error,1.509090909090909,2,3,2.272727272727273,Ann-Katrin Berger,0.29086877853696336,0.5272727272727272,0.6790043290043289
1947,Birmingham City WFC,19727,2,2,17,0.17632944,Error,Error,1.9444444444444444,2,4,3.3333333333333335,Hayley Ladd,0.3057529389511375,0.3888888888888889,0.2962962962962963
1948,West Ham United LFC,19731,0,1,46,1.193935477,Error,Error,1.1454545454545455,1,2,1.8181818181818181,Kate Longhurst,0.29974932073934396,0.8545454545454545,0.8638528138528138
1949,West Ham United LFC,19731,1,2,16,0.15192911,Error,Error,1.3777777777777778,2,2,2,Brooke Hendrix,0.31260362480542037,0.6222222222222222,0.6114285714285714
1950,West Ham United LFC,19731,2,2,37,0.34948954900000007,Error,Error,1.3181818181818181,1,2,1.9166666666666667,Julia Simic,0.2811039899240287,0.6818181818181818,0.7948352573352575
1951,Yeovil Town LFC,19731,0,1,45,0.566007705,Error,Error,1.5818181818181818,2,3,2.5454545454545454,Amber Gaylor,0.28297451843814114,0.509090909090909,0.6253246753246753
1952,Yeovil Town LFC,19731,1,2,16,0.099080004,Error,Error,2.0,2,4,3.25,Nicola Cousins,0.33324999413292633,0.32142857142857145,0.0
1953,Yeovil Town LFC,19731,2,2,37,0.5607239770000001,Error,Error,1.511111111111111,2,3,2.3,Amber Gaylor,0.30583588701251696,0.5333333333333333,0.6066666666666667
1954,Chelsea FCW,19714,0,1,47,0.58786423,Error,Error,1.1818181818181819,1,2,1.8181818181818181,Maren Nævdal Mjelde,0.29982399843468327,0.8181818181818182,0.8185425685425686
1955,Chelsea FCW,19714,1,2,21,0.133012337,Error,Error,1.6222222222222222,2,3,2.5,Jessica Carter,0.2983779211354521,0.4666666666666667,0.5133333333333334
1956,Chelsea FCW,19714,2,2,27,0.229398524,Error,Error,1.3484848484848484,2,2,2,Drew Spence,0.28474092104376425,0.6515151515151515,0.5689153439153439
1957,Manchester City WFC,19714,0,1,45,0.404281894,Error,Error,1.1636363636363636,2,2,2,Abbie McManus,0.3000382204900196,0.8363636363636363,0.8223665223665222
1958,Manchester City WFC,19714,1,2,21,0.351215934,Error,Error,1.3555555555555556,2,2,2,Abbie McManus,0.3132217271158508,0.6444444444444445,0.6109523809523809
1959,Manchester City WFC,19714,2,2,26,0.201844246,Error,Error,1.4393939393939394,2,3,2.1666666666666665,Jennifer Patricia Beattie,0.27806020391740044,0.5757575757575758,0.5564814814814815
1960,Manchester City WFC,19728,0,1,45,1.5173682954999999,Error,Error,1.2545454545454546,2,2,2,Abbie McManus,0.29676437133162326,0.7454545454545455,0.787950937950938
1961,Manchester City WFC,19728,1,2,22,0.5564697659999999,Error,Error,1.4696969696969697,2,3,2.4166666666666665,Gemma Bonner,0.2720529517779731,0.5909090909090909,0.6853835978835979
1962,Manchester City WFC,19728,2,2,27,1.601277011,Error,Error,1.3272727272727274,2,3,2.1818181818181817,Caroline Weir,0.28937347089856336,0.6909090909090909,0.827922077922078
1963,Bristol City WFC,19728,0,1,49,0.887369533,Error,Error,1.4,2,2,2,Carla Humphrey,0.2963024764422372,0.6,0.6222943722943722
1964,Bristol City WFC,19728,1,2,22,0.088700525,Error,Error,1.7222222222222223,2,3,2.5555555555555554,Danique Kerkdijk,0.3141950652222108,0.3888888888888889,0.25555555555555554
1965,Bristol City WFC,19728,2,2,27,0.024612172,Error,Error,1.75,2,3,2.6666666666666665,Lucy Graham,0.30933879130816966,0.4166666666666667,0.337037037037037
1966,Everton LFC,19726,0,1,46,0.023114732,Error,Error,1.4,2,3,2.1818181818181817,Abbey-Leigh Stringer,0.2935338073165709,0.6181818181818182,0.7092352092352092
1967,Everton LFC,19726,1,2,15,0.077994332,Error,Error,1.6727272727272726,2,3,2.6363636363636362,Angharad James,0.294314248468281,0.41818181818181815,0.38484848484848483
1968,Everton LFC,19726,2,2,35,0.37494493500000003,Error,Error,1.3636363636363635,2,2,2,Abbey-Leigh Stringer,0.2792712288738504,0.6363636363636364,0.7430555555555557
1969,Chelsea FCW,19726,0,1,45,0.39430018,Error,Error,1.2363636363636363,2,2,2,Adelina Engman,0.29857731476399957,0.7636363636363637,0.7678210678210678
1970,Chelsea FCW,19726,1,2,16,0.185744707,Error,Error,1.3636363636363635,2,2,2,Adelina Engman,0.29642625734945727,0.6363636363636364,0.6129870129870129
1971,Chelsea FCW,19726,2,2,36,1.6278304089999998,Error,Error,1.2363636363636363,1,2,1.9090909090909092,Sophie Louise Ingle,0.29937758238543255,0.7636363636363637,0.741991341991342
1972,Brighton & Hove Albion WFC,19725,0,1,47,0.08519835499999999,Error,Error,1.1090909090909091,1,2,1.6363636363636365,Aileen Whelan,0.30020528858374446,0.8909090909090909,0.8999278499278499
1973,Brighton & Hove Albion WFC,19725,1,2,49,0.47104786,Error,Error,1.3461538461538463,2,3,2.1538461538461537,Aileen Whelan,0.26786267354775667,0.6666666666666666,0.7918081918081918
1974,Liverpool WFC,19725,0,1,45,0.206887885,Error,Error,1.2545454545454546,1,2,1.9090909090909092,Christie Murray,0.29762352221776867,0.7454545454545455,0.7852813852813852
1975,Liverpool WFC,19725,1,2,49,0.158001778,Error,Error,1.3333333333333333,2,2,2,Amy Rodgers,0.27056902696530916,0.6666666666666666,0.7241147741147742
1976,Bristol City WFC,19738,0,1,45,0.0,Error,Error,1.2545454545454546,1,2,1.9090909090909092,Lucy Graham,0.2987979883538623,0.7454545454545455,0.7494227994227994
1977,Bristol City WFC,19738,1,2,19,0.0,Error,Error,1.7777777777777777,2,3,2.7,Carla Humphrey,0.30365978705105,0.35555555555555557,0.4
1978,Bristol City WFC,19738,2,2,28,0.0,Error,Error,1.8545454545454545,3,3,3,Carla Humphrey,0.2848632341946993,0.34545454545454546,0.3121212121212121
1979,Birmingham City WFC,19738,0,1,46,0.996101908,Error,Error,1.1090909090909091,1,2,1.7272727272727273,Meaghan Sargeant,0.2997766814540166,0.8909090909090909,0.903823953823954
1980,Birmingham City WFC,19738,1,2,19,0.37675769700000006,Error,Error,1.309090909090909,2,2,2,Ann-Katrin Berger,0.29428390565864554,0.6909090909090909,0.7611111111111111
1981,Birmingham City WFC,19738,2,2,28,0.7646446529999998,Error,Error,1.2424242424242424,1,2,1.9166666666666667,Lucy Staniforth,0.2814809005388448,0.7575757575757576,0.8662337662337661
1982,Everton LFC,19759,0,1,46,0.25162125,Error,Error,1.490909090909091,2,3,2.272727272727273,Angharad James,0.28545571152317806,0.5454545454545454,0.509090909090909
1983,Everton LFC,19759,1,2,19,0.4842474,Error,Error,1.7777777777777777,2,3,2.6,Angharad James,0.28362395134360074,0.4,0.4066666666666666
1984,Everton LFC,19759,2,2,31,0.42979693999999996,Error,Error,1.4727272727272727,2,2,2,Angharad James,0.28947267706296953,0.5272727272727272,0.6769119769119769
1985,Arsenal WFC,19759,0,1,45,2.965287677,Error,Error,1.1454545454545455,1,2,1.6363636363636365,Danielle van de Donk,0.2982388102107244,0.8545454545454545,0.9043290043290043
1986,Arsenal WFC,19759,1,2,19,0.83744641,Error,Error,1.309090909090909,2,3,2.1818181818181817,Bethany Mead,0.2951046010090444,0.7090909090909091,0.7937950937950937
1987,Arsenal WFC,19759,2,2,30,0.15938462,Error,Error,1.5274725274725274,2,3,2.2857142857142856,Ava Kuyken,0.2554081074415805,0.5054945054945055,0.6316120387548959
1988,Yeovil Town LFC,19750,0,1,18,0.035209089,Error,Error,1.5636363636363637,2,2,2,Amber Gaylor,0.293056519178504,0.43636363636363634,0.3575757575757576
1989,Yeovil Town LFC,19750,1,1,25,0.012865861,Error,Error,1.4222222222222223,2,2,2,Amber Gaylor,0.30943077322934615,0.5777777777777777,0.5685714285714285
1990,Yeovil Town LFC,19750,2,2,24,0.06564935549999999,Error,Error,1.6,2,3,2.272727272727273,Amber Gaylor,0.28317428278716833,0.43636363636363634,0.5722943722943723
1991,Yeovil Town LFC,19750,3,2,23,0.0,Error,Error,Error,Error,Error,Error,Error,0.2718559771648615,0.2222222222222222,0.2296296296296296
1992,Everton LFC,19750,0,1,20,0.42630493399999997,Error,Error,1.4,2,3,2.1818181818181817,Abbey-Leigh Stringer,0.29666307934747593,0.6181818181818182,0.6153679653679652
1993,Everton LFC,19750,1,1,29,0.280026408,Error,Error,1.2181818181818183,2,2,2,Abbey-Leigh Stringer,0.2978204639265149,0.7818181818181819,0.798124098124098
1994,Everton LFC,19750,2,2,23,0.374590063,Error,Error,1.309090909090909,2,2,2,Abbey-Leigh Stringer,0.2958727625675791,0.6909090909090909,0.7037518037518038
1995,Everton LFC,19750,3,2,23,0.9968488287,Error,Error,1.3181818181818181,1,2,1.9166666666666667,Dominique Bruinenberg,0.27902946985294563,0.6818181818181818,0.8134860509860511
1996,Bristol City WFC,19761,0,1,20,0.9599182470000001,Error,Error,1.4363636363636363,2,3,2.1818181818181817,Carla Humphrey,0.2894447455891863,0.5818181818181818,0.7063492063492064
1997,Bristol City WFC,19761,1,1,24,0.016804924,Error,Error,1.5555555555555556,2,3,2.3333333333333335,Carla Humphrey,0.31506321088386735,0.5,0.625925925925926
1998,Bristol City WFC,19761,2,2,20,0.09856484700000001,Error,Error,1.7636363636363637,2,3,2.727272727272727,Julie Biesmans,0.28723368313356934,0.36363636363636365,0.506060606060606
1999,Bristol City WFC,19761,3,2,28,0.13072604,Error,Error,1.7272727272727273,2,3,2.6363636363636362,Ella Rutherford,0.2798776518630342,0.38181818181818183,0.47575757575757577
2000,Liverpool WFC,19761,0,1,20,0.041287933,Error,Error,1.509090909090909,2,3,2.4545454545454546,Courtney Sweetman-Kirk,0.2852248068818262,0.5636363636363636,0.6452380952380953
2001,Liverpool WFC,19761,1,1,26,0.25340541,Error,Error,1.3636363636363635,1,2,1.9090909090909092,Niamh Fahey,0.28770915180312506,0.6363636363636364,0.8264790764790765
2002,Liverpool WFC,19761,2,2,19,0.061189093,Error,Error,1.5636363636363637,2,3,2.3636363636363638,Christie Murray,0.2901663921946188,0.4909090909090909,0.41948051948051945
2003,Liverpool WFC,19761,3,2,29,0.503809398,Error,Error,1.393939393939394,2,2,2,Amy Rodgers,0.2846105188786878,0.6060606060606061,0.6067460317460318
2004,Brighton & Hove Albion WFC,19762,0,1,29,0.0066534868,Error,Error,1.4545454545454546,2,3,2.1818181818181817,Chloe Peplow,0.2931830836942923,0.5636363636363636,0.6324675324675325
2005,Brighton & Hove Albion WFC,19762,1,1,15,0.0,Error,Error,1.8888888888888888,2,3,2.6666666666666665,Chloe Peplow,0.30550476986641073,0.3333333333333333,0.3074074074074074
2006,Brighton & Hove Albion WFC,19762,2,2,19,0.120827794,Error,Error,1.5454545454545454,2,3,2.1818181818181817,Aileen Whelan,0.2871499077711946,0.4727272727272727,0.6353535353535352
2007,Brighton & Hove Albion WFC,19762,3,2,29,0.05160815,Error,Error,1.3636363636363635,2,2,2,Aileen Whelan,0.2923263934861388,0.6363636363636364,0.6531746031746031
2008,Reading WFC,19762,0,1,30,0.237671512,Error,Error,1.2727272727272727,1,2,1.9090909090909092,Kirstyn Pearce,0.29409508713646826,0.7272727272727273,0.8314574314574315
2009,Reading WFC,19762,1,1,19,0.106907741,Error,Error,1.3818181818181818,2,2,2,Brooke Chaplen,0.29100520134861085,0.6181818181818182,0.7416305916305916
2010,Reading WFC,19762,2,2,19,0.207928963,Error,Error,1.4181818181818182,2,2,2,Brooke Chaplen,0.294842146967422,0.5818181818181818,0.6136363636363636
2011,Reading WFC,19762,3,2,29,0.404314735,Error,Error,1.3974358974358974,2,2,2,Brooke Chaplen,0.272640019936916,0.6025641025641025,0.5785103785103785
2012,Birmingham City WFC,19763,0,1,18,0.18261104499999997,Error,Error,1.3818181818181818,2,2,2,Ann-Katrin Berger,0.2925329516581869,0.6181818181818182,0.6349206349206349
2013,Birmingham City WFC,19763,1,1,30,0.823607725,Error,Error,1.309090909090909,1,2,1.9090909090909092,Aoife Mannion,0.2947931029090129,0.6909090909090909,0.7544733044733044
2014,Birmingham City WFC,19763,2,2,27,0.227098932,Error,Error,1.2181818181818183,1,2,1.8181818181818181,Aoife Mannion,0.2988004129225187,0.7818181818181819,0.8109668109668111
2015,Birmingham City WFC,19763,3,2,20,0.73385064,Error,Error,1.6025641025641026,2,3,2.4615384615384617,Ann-Katrin Berger,0.25986290096319853,0.47435897435897434,0.6614163614163614
2016,West Ham United LFC,19763,0,1,18,0.156036737,Error,Error,1.7777777777777777,2,4,3,Julia Simic,0.3057621042358231,0.4166666666666667,0.37037037037037035
2017,West Ham United LFC,19763,1,1,27,0.091221305,Error,Error,1.3636363636363635,2,2,2,Alisha Lehmann,0.29642652991287755,0.6363636363636364,0.5454545454545454
2018,West Ham United LFC,19763,2,2,27,1.1894289230000001,Error,Error,1.3111111111111111,2,2,2,Alisha Lehmann,0.31185014636603187,0.6888888888888889,0.690952380952381
2019,West Ham United LFC,19763,3,2,20,0.15389757999999998,Error,Error,1.5303030303030303,2,3,2.1666666666666665,Lucienne Reichardt,0.27651786287140867,0.48484848484848486,0.6019179894179894
2020,West Ham United LFC,19768,0,1,45,0.356596352,Error,Error,1.1636363636363636,1,2,1.9090909090909092,Julia Simic,0.30082124361123974,0.8363636363636363,0.81010101010101
2021,West Ham United LFC,19768,1,2,24,0.49416956700000003,Error,Error,1.5,2,3,2.25,Alisha Lehmann,0.2779622782604103,0.5303030303030303,0.6390873015873016
2022,West Ham United LFC,19768,2,2,25,0.66948706,Error,Error,1.5272727272727273,2,3,2.272727272727273,Alisha Lehmann,0.2963250888504412,0.509090909090909,0.4692640692640693
2023,Bristol City WFC,19768,0,1,47,0.0899731625,Error,Error,1.2545454545454546,2,2,2,Carla Humphrey,0.29881352847432946,0.7454545454545455,0.7313852813852815
2024,Bristol City WFC,19768,1,2,24,0.133370093,Error,Error,1.4393939393939394,2,2,2,Carla Humphrey,0.28190399046134185,0.5606060606060606,0.6117063492063493
2025,Bristol City WFC,19768,2,2,25,0.0314035,Error,Error,1.4363636363636363,2,2,2,Carla Humphrey,0.29351464443429043,0.5636363636363636,0.6298701298701298
2026,Reading WFC,19767,0,1,19,0.815390903,Error,Error,1.3272727272727274,2,2,2,Brooke Chaplen,0.2972896492018133,0.6727272727272727,0.6696969696969697
2027,Reading WFC,19767,1,1,28,0.28074161900000005,Error,Error,1.290909090909091,2,2,2,Brooke Chaplen,0.29798018273734855,0.7090909090909091,0.7384559884559885
2028,Reading WFC,19767,2,2,19,0.17029814,Error,Error,1.4,2,2,2,Brooke Chaplen,0.2945132218881654,0.6,0.6437229437229437
2029,Reading WFC,19767,3,2,29,0.3699948,Error,Error,1.4871794871794872,2,3,2.230769230769231,Brooke Chaplen,0.26911211733967844,0.5384615384615384,0.6106227106227106
2030,Everton LFC,19767,0,1,19,0.6544574000000001,Error,Error,1.490909090909091,2,3,2.1818181818181817,Angharad James,0.29134799968331615,0.5272727272727272,0.5298701298701298
2031,Everton LFC,19767,1,1,26,0.020477561,Error,Error,1.4181818181818182,2,2,2,Angharad James,0.29794966608737133,0.5818181818181818,0.5393939393939394
2032,Everton LFC,19767,2,2,20,0.08920287800000001,Error,Error,1.5555555555555556,2,3,2.4,Dominique Bruinenberg,0.2912816898591212,0.5333333333333333,0.7033333333333334
2033,Everton LFC,19767,3,2,29,0.46082298,Error,Error,1.4696969696969697,2,2,2,Angharad James,0.27620582575865177,0.5303030303030303,0.5259259259259259
2034,Brighton & Hove Albion WFC,19776,0,1,47,0.311851863,Error,Error,1.3454545454545455,2,2,2,Aileen Whelan,0.29860723022290225,0.6545454545454545,0.6201298701298702
2035,Brighton & Hove Albion WFC,19776,1,2,18,0.3036870565,Error,Error,1.4,2,2,2,Aileen Whelan,0.30420289306001536,0.6,0.6561904761904762
2036,Brighton & Hove Albion WFC,19776,2,2,28,0.065214032,Error,Error,1.5909090909090908,2,3,2.3333333333333335,Aileen Whelan,0.27163969452949377,0.45454545454545453,0.5238756613756613
2037,Chelsea FCW,19776,0,1,45,0.666531901,Error,Error,1.1636363636363636,1,2,1.7272727272727273,Millie Bright,0.29894682497324965,0.8363636363636363,0.8711399711399711
2038,Chelsea FCW,19776,1,2,18,0.59414723,Error,Error,1.490909090909091,2,3,2.272727272727273,Jonna Ann-Charlotte Andersson,0.29090058416354136,0.5454545454545454,0.6917748917748917
2039,Chelsea FCW,19776,2,2,29,1.311785582,Error,Error,1.4242424242424243,2,2,2,Alexandra Riley,0.2749881836599475,0.5757575757575758,0.7154761904761905
2040,Liverpool WFC,19737,0,1,17,0.45706839800000004,Error,Error,1.4,2,2,2,Frances Kitching,0.29108477618797124,0.6,0.7127705627705627
2041,Liverpool WFC,19737,1,1,27,1.0261110880000002,Error,Error,1.2363636363636363,1,2,1.9090909090909092,Laura Coombs,0.29823046059076563,0.7636363636363637,0.7892496392496393
2042,Liverpool WFC,19737,2,2,21,0.231891632,Error,Error,1.4242424242424243,2,2,2,Christie Murray,0.2800461766782818,0.5757575757575758,0.6688492063492064
2043,Liverpool WFC,19737,3,2,29,0.5854167700000001,Error,Error,1.3484848484848484,2,2,2,Christie Murray,0.2822767421326602,0.6515151515151515,0.7060185185185186
2044,Yeovil Town LFC,19737,0,1,17,0.017490929,Error,Error,1.5555555555555556,2,3,2.3,Amber Gaylor,0.30909027032642317,0.4888888888888889,0.4600000000000001
2045,Yeovil Town LFC,19737,1,1,30,0.10180717,Error,Error,1.4727272727272727,2,3,2.1818181818181817,Amber Gaylor,0.29019457719997066,0.5454545454545454,0.5734487734487734
2046,Yeovil Town LFC,19737,2,2,20,0.036180084,Error,Error,1.5272727272727273,2,3,2.1818181818181817,Amber Gaylor,0.2891137605139851,0.4909090909090909,0.5417748917748918
2047,Yeovil Town LFC,19737,3,2,29,0.048624624,Error,Error,1.7454545454545454,2,3,2.6363636363636362,Amber Gaylor,0.2932613338925361,0.36363636363636365,0.2333333333333333
2048,Manchester City WFC,19790,0,1,30,1.508840761,Error,Error,1.1636363636363636,1,2,1.8181818181818181,Keira Walsh,0.29819273404704155,0.8363636363636363,0.8679653679653679
2049,Manchester City WFC,19790,1,1,15,0.6287242740000001,Error,Error,1.4727272727272727,2,3,2.272727272727273,Caroline Weir,0.29333206987146354,0.5636363636363636,0.6272727272727273
2050,Manchester City WFC,19790,2,2,16,0.405041793,Error,Error,1.4727272727272727,2,3,2.1818181818181817,Caroline Weir,0.28674293292079356,0.5454545454545454,0.6228715728715728
2051,Manchester City WFC,19790,3,2,32,0.27136420699999997,Error,Error,1.4102564102564104,2,2,2,Claire Emslie,0.2664016393904954,0.5897435897435898,0.767965367965368
2052,Brighton & Hove Albion WFC,19790,0,1,30,0.24282758,Error,Error,1.290909090909091,2,2,2,Aileen Whelan,0.2983199512268481,0.7090909090909091,0.7222222222222222
2053,Brighton & Hove Albion WFC,19790,1,1,21,0.0,Error,Error,1.5636363636363637,1,2,1.9090909090909092,Victoria Williams,0.28613952121543285,0.43636363636363634,0.6070707070707072
2054,Brighton & Hove Albion WFC,19790,2,2,16,0.176078964,Error,Error,1.509090909090909,2,3,2.272727272727273,Chloe Peplow,0.2895541678471819,0.5272727272727272,0.5948773448773449
2055,Brighton & Hove Albion WFC,19790,3,2,32,0.101161955,Error,Error,1.4090909090909092,1,2,1.9166666666666667,Felicity Gibbons,0.27877508000746953,0.5909090909090909,0.7386544011544012
2056,Liverpool WFC,19793,0,1,45,0.129196568,Error,Error,1.1818181818181819,1,2,1.8181818181818181,Sophie Elizabeth Bradley-Auckland,0.29778508488594657,0.8181818181818182,0.8487012987012986
2057,Liverpool WFC,19793,1,2,23,0.6502246,Error,Error,1.290909090909091,2,2,2,Anke Preuß,0.29855805705202243,0.7090909090909091,0.7211399711399711
2058,Liverpool WFC,19793,2,2,28,0.021823486,Error,Error,1.606060606060606,2,3,2.4166666666666665,Laura Coombs,0.2728775358826341,0.45454545454545453,0.6245370370370371
2059,West Ham United LFC,19793,0,1,46,0.260431205,Error,Error,1.1454545454545455,1,2,1.8181818181818181,Jane Ross,0.29961912011280223,0.8545454545454545,0.8595959595959596
2060,West Ham United LFC,19793,1,2,24,0.11776129299999999,Error,Error,1.3454545454545455,2,2,2,Adriana Kristina Leon,0.29757927876002876,0.6545454545454545,0.6524531024531025
2061,West Ham United LFC,19793,2,2,28,0.30115204,Error,Error,1.5512820512820513,2,3,2.3076923076923075,Leanne Kiernan,0.2606287543137661,0.48717948717948717,0.5826007326007325
2062,Chelsea FCW,19789,0,1,47,1.050279,Error,Error,1.1636363636363636,1,2,1.8181818181818181,Sophie Louise Ingle,0.2996637310731954,0.8363636363636363,0.8391774891774891
2063,Chelsea FCW,19789,1,2,22,0.0,Error,Error,1.5151515151515151,2,3,2.1666666666666665,Anita Amma Ankyewah Asante,0.2675362390478734,0.5,0.7378968253968253
2064,Chelsea FCW,19789,2,2,27,0.33296425399999996,Error,Error,1.2727272727272727,2,2,2,Anita Amma Ankyewah Asante,0.2965248437741905,0.7272727272727273,0.7604617604617605
2065,Birmingham City WFC,19789,0,1,45,0.350727151,Error,Error,1.1636363636363636,1,2,1.9090909090909092,Hayley Ladd,0.3002349007460703,0.8363636363636363,0.8252525252525252
2066,Birmingham City WFC,19789,1,2,22,0.418183301,Error,Error,1.290909090909091,2,2,2,Aoife Mannion,0.29647176434661954,0.7090909090909091,0.6686868686868688
2067,Birmingham City WFC,19789,2,2,27,0.41077920300000004,Error,Error,1.4666666666666666,2,2,2,Aoife Mannion,0.30793723633864495,0.5333333333333333,0.5261904761904762
2068,Reading WFC,19791,0,1,48,0.042267565,Error,Error,1.1454545454545455,1,2,1.8181818181818181,Molly Bartrip,0.29955849682806235,0.8545454545454545,0.8738816738816738
2069,Reading WFC,19791,1,2,49,0.46305987600000004,Error,Error,1.3636363636363635,2,3,2.25,Brooke Chaplen,0.2786854440523268,0.6666666666666666,0.7865079365079364
2070,Arsenal WFC,19791,0,1,45,0.9990168340000001,Error,Error,1.1636363636363636,1,2,1.7272727272727273,Dominique Johanna Anna Petrone Janssen,0.29957764867879105,0.8363636363636363,0.8520202020202021
2071,Arsenal WFC,19791,1,2,49,1.35986873,Error,Error,1.4487179487179487,2,3,2.3076923076923075,Bethany Mead,0.2631965260426153,0.5897435897435898,0.7429792429792431
2072,Reading WFC,19795,0,1,19,0.06306579,Error,Error,1.309090909090909,2,2,2,Brooke Chaplen,0.296523289718724,0.6909090909090909,0.7023809523809524
2073,Reading WFC,19795,1,1,27,0.076623498,Error,Error,1.4,2,2,2,Brooke Chaplen,0.295304477684965,0.6,0.5664502164502164
2074,Reading WFC,19795,2,2,20,0.802800961,Error,Error,1.4545454545454546,2,2,2,Brooke Chaplen,0.27846636679452397,0.5454545454545454,0.5482142857142857
2075,Reading WFC,19795,3,2,30,0.299373734,Error,Error,1.4,2,3,2.1818181818181817,Fara Williams,0.2944491182503001,0.6181818181818182,0.6367965367965369
2076,West Ham United LFC,19795,0,1,19,0.565907495,Error,Error,1.6444444444444444,2,3,2.4,Alisha Lehmann,0.29991860836440276,0.4222222222222222,0.41999999999999993
2077,West Ham United LFC,19795,1,1,25,0.0,Error,Error,1.488888888888889,2,2,2,Anne Moorhouse,0.30726918600742764,0.5111111111111111,0.5523809523809523
2078,West Ham United LFC,19795,2,2,19,0.408180752,Error,Error,1.6944444444444444,2,3,2.4444444444444446,So-Hyun Cho,0.31390930625760044,0.3888888888888889,0.4222222222222223
2079,West Ham United LFC,19795,3,2,30,0.171864131,Error,Error,1.5454545454545454,2,3,2.1666666666666665,Alisha Lehmann,0.2704968240460824,0.4696969696969697,0.5310185185185186
2080,Arsenal WFC,19797,0,1,46,1.3660498030000001,Error,Error,1.1818181818181819,1,2,1.8181818181818181,Dominique Johanna Anna Petrone Janssen,0.2979032738820361,0.8181818181818182,0.8422077922077924
2081,Arsenal WFC,19797,1,2,23,1.075218369,Error,Error,1.2575757575757576,2,2,2,Bethany Mead,0.2843955096485172,0.7424242424242424,0.7805555555555556
2082,Arsenal WFC,19797,2,2,26,1.0106493890000001,Error,Error,1.358974358974359,2,2,2,Amelia Hazard,0.26623370060788276,0.6410256410256411,0.7757520257520256
2083,Yeovil Town LFC,19797,0,1,45,0.011483846,Error,Error,1.690909090909091,2,3,2.5454545454545454,Emily Syme,0.29173412373011953,0.41818181818181815,0.48787878787878786
2084,Yeovil Town LFC,19797,1,2,23,0.0,Error,Error,1.9444444444444444,2,4,3.111111111111111,Megan Alexander,0.30732625737281244,0.3055555555555556,0.14074074074074072
2085,Yeovil Town LFC,19797,2,2,26,0.054045405,Error,Error,1.5333333333333334,2,3,2.2,Amy Goddard,0.3023655420514527,0.4888888888888889,0.5895238095238095
2086,Liverpool WFC,19780,0,1,45,0.11338693,Error,Error,1.309090909090909,2,2,2,Amy Rodgers,0.29562709910158314,0.6909090909090909,0.744877344877345
2087,Liverpool WFC,19780,1,2,24,0.059412396000000006,Error,Error,1.4363636363636363,1,2,1.9090909090909092,Laura Coombs,0.28990585404898245,0.5636363636363636,0.7313852813852812
2088,Liverpool WFC,19780,2,2,27,0.038407817,Error,Error,1.5,2,3,2.1666666666666665,Amy Rodgers,0.27328211529133667,0.5151515151515151,0.7183201058201059
2089,Brighton & Hove Albion WFC,19780,0,1,47,1.261965039,Error,Error,1.2545454545454546,1,2,1.9090909090909092,Danielle Buet,0.29492809136077985,0.7454545454545455,0.8501443001443001
2090,Brighton & Hove Albion WFC,19780,1,2,23,0.5937549114999999,Error,Error,1.2363636363636363,1,2,1.9090909090909092,Victoria Williams,0.2975670252345195,0.7636363636363637,0.8260461760461761
2091,Brighton & Hove Albion WFC,19780,2,2,27,0.0,Error,Error,1.3636363636363635,2,2,2,Aileen Whelan,0.2944884187623913,0.6363636363636364,0.6626984126984128
2092,West Ham United LFC,19781,0,1,25,0.237411195,Error,Error,1.490909090909091,2,2,2,Alisha Lehmann,0.29276639125662707,0.509090909090909,0.41428571428571437
2093,West Ham United LFC,19781,1,1,20,0.08269038,Error,Error,1.5272727272727273,2,2,2,Alisha Lehmann,0.2931663194576033,0.4727272727272727,0.34242424242424246
2094,West Ham United LFC,19781,2,2,19,0.0,Error,Error,1.6545454545454545,2,3,2.4545454545454546,Alisha Lehmann,0.27535983690833354,0.41818181818181815,0.4595238095238095
2095,West Ham United LFC,19781,3,2,29,0.168241383,Error,Error,1.3454545454545455,2,2,2,Alisha Lehmann,0.2935681925783923,0.6545454545454545,0.6543290043290044
2096,Arsenal WFC,19781,0,1,25,0.7319916799999999,Error,Error,1.2545454545454546,2,2,2,Bethany Mead,0.2985613315598327,0.7454545454545455,0.7364357864357864
2097,Arsenal WFC,19781,1,1,21,0.45697887699999995,Error,Error,1.309090909090909,2,2,2,Bethany Mead,0.29275897852453936,0.6909090909090909,0.8298701298701299
2098,Arsenal WFC,19781,2,2,19,1.125338602,Error,Error,1.3272727272727274,2,2,2,Bethany Mead,0.29477759723363284,0.6727272727272727,0.7285714285714285
2099,Arsenal WFC,19781,3,2,28,0.22284035,Error,Error,1.2878787878787878,2,2,2,Bethany Mead,0.2850989378885596,0.7121212121212122,0.7261904761904762
