,Team,MatchID,Split No.,Delta Time,Weakly Connected,Strongly Connected,Average Shortest Path,Radius,Diameter,Eccentricity Mean,Central Node,Average Eigenvector Centrality,Density,Mean Clustering
1248,Aston Villa,3775615,7,11,Error,Error,1.7666666666666666,2,4,2.6,Asmita Ale,0.2869590790451959,0.3888888888888889,0.5026414306205766
1249,Manchester United,3775610,0,25,Error,Error,1.4454545454545455,1,2,1.9090909090909092,Katie Zelem,0.29328526546604117,0.5545454545454546,0.6579250062385478
1250,Manchester United,3775610,1,20,Error,Error,1.5818181818181818,2,4,2.5454545454545454,Amy Turner,0.2858071887133212,0.509090909090909,0.6234744340818841
1251,Manchester United,3775610,2,0,Error,Error,0.8333333333333334,Error,Error,Error,Error,0.4714048205018592,0.5,0
1252,Manchester United,3775610,3,5,Error,Error,1.488888888888889,Error,Error,Error,Error,0.28451588011248047,0.3888888888888889,0.5758464245536735
1253,Manchester United,3775610,4,10,Error,Error,1.5777777777777777,Error,Error,Error,Error,0.2697352763757467,0.3888888888888889,0.5517514642888365
1254,Manchester United,3775610,5,11,Error,Error,1.518181818181818,Error,Error,Error,Error,0.28448598164391314,0.37272727272727274,0.4429676887765123
1255,Manchester United,3775610,6,6,Error,Error,1.988888888888889,2,4,3,Ella Toone,0.287303677951988,0.28888888888888886,0.34294871794871795
1256,Manchester United,3775610,7,9,Error,Error,1.709090909090909,2,3,2.8181818181818183,Amy Turner,0.26912194227914005,0.4090909090909091,0.528127516488439
1257,Bristol City WFC,3775610,0,24,Error,Error,1.9636363636363636,2,4,3,Carla Humphrey,0.2789123536208069,0.3090909090909091,0.3078556717594151
1258,Bristol City WFC,3775610,1,17,Error,Error,0.9722222222222222,Error,Error,Error,Error,0.24544608059899545,0.2777777777777778,0.3796906796906797
1259,Bristol City WFC,3775610,2,0,Error,Error,0.5,Error,Error,Error,Error,Error,0.5,0
1260,Bristol City WFC,3775610,3,4,Error,Error,1.0333333333333334,Error,Error,Error,Error,Error,0.2,0.19444444444444445
1261,Bristol City WFC,3775610,4,10,Error,Error,2.772727272727273,3,8,4.7272727272727275,Sophie Baggaley,0.26714792165598344,0.2,0.13774208247892458
1262,Bristol City WFC,3775610,5,8,Error,Error,1.7638888888888888,Error,Error,Error,Error,0.2691331418934867,0.2222222222222222,0.10740740740740741
1263,Bristol City WFC,3775610,6,7,Error,Error,2.388888888888889,3,5,3.8,Carla Humphrey,0.288773789131364,0.23333333333333334,0.19214349977507872
1264,Bristol City WFC,3775610,7,10,Error,Error,2.0090909090909093,Error,Error,Error,Error,0.2492999206857062,0.2,0.20732323232323233
1265,Bristol City WFC,3775616,0,46,Error,Error,1.4636363636363636,2,2,2,Abigail Harrison,0.29446784361712325,0.5363636363636364,0.5350355471186644
1266,Bristol City WFC,3775616,1,7,Error,Error,Error,Error,Error,Error,Error,0.3535544021149752,0.25,0
1267,Bristol City WFC,3775616,2,6,Error,Error,1.9722222222222223,Error,Error,Error,Error,0.29698946083549116,0.25,0.2934133767467101
1268,Bristol City WFC,3775616,3,16,Error,Error,1.6181818181818182,2,3,2.272727272727273,Abigail Harrison,0.2900676484159992,0.41818181818181815,0.4360859164297488
1269,Bristol City WFC,3775616,4,10,Error,Error,1.6666666666666667,Error,Error,Error,Error,0.26489479837999735,0.25555555555555554,0.22135338345864664
1270,West Ham United LFC,3775616,0,44,Error,Error,1.2818181818181817,1,2,1.9090909090909092,Grace Fisk,0.29782799898904844,0.7181818181818181,0.7719362183357349
1271,West Ham United LFC,3775616,1,8,Error,Error,2.0,2,4,2.909090909090909,Rachel Daly,0.28793814883742497,0.2909090909090909,0.41628809786704524
1272,West Ham United LFC,3775616,2,8,Error,Error,1.8222222222222222,2,4,2.7,Grace Fisk,0.3030594524538506,0.3333333333333333,0.3489583333333333
1273,West Ham United LFC,3775616,3,16,Error,Error,1.7272727272727273,2,4,2.727272727272727,Kenza Dali,0.2763790877967374,0.4,0.4265578131191861
1274,West Ham United LFC,3775616,4,11,Error,Error,2.4696969696969697,3,5,3.8333333333333335,Kenza Dali,0.26708353331591905,0.23484848484848486,0.26290954415954415
1275,Everton LFC,3775632,0,23,Error,Error,1.6,2,3,2.3636363636363638,Ingrid Moe Wold,0.2832614914402989,0.4636363636363636,0.5874130898386055
1276,Everton LFC,3775632,1,22,Error,Error,1.9,2,4,2.8,Isobel Mary Christiansen,0.3032648300173647,0.32222222222222224,0.3178989782147677
1277,Everton LFC,3775632,3,18,Error,Error,1.5818181818181818,2,3,2.272727272727273,Abbey-Leigh Stringer,0.29583923366484977,0.4636363636363636,0.43985268832959384
1278,Everton LFC,3775632,4,4,Error,Error,1.7380952380952381,Error,Error,Error,Error,0.33798513213655706,0.2857142857142857,0.3324829931972789
1279,Everton LFC,3775632,5,6,Error,Error,1.3333333333333333,Error,Error,Error,Error,0.3533002468895658,0.43333333333333335,0.35185185185185186
1280,Everton LFC,3775632,6,15,Error,Error,1.6727272727272726,2,4,2.6363636363636362,Abbey-Leigh Stringer,0.28690377120475075,0.42727272727272725,0.48200650298211273
1281,Manchester City WFC,3775632,0,24,Error,Error,1.481818181818182,2,3,2.1818181818181817,Caroline Weir,0.2961190291153352,0.5363636363636364,0.5731750634125574
1282,Manchester City WFC,3775632,1,22,Error,Error,1.518181818181818,2,3,2.272727272727273,Caroline Weir,0.29106100784653344,0.509090909090909,0.6181050081874138
1283,Manchester City WFC,3775632,3,18,Error,Error,1.7818181818181817,2,3,2.727272727272727,Caroline Weir,0.2836764588484954,0.38181818181818183,0.427658675022187
1284,Manchester City WFC,3775632,4,6,Error,Error,1.9636363636363636,2,4,2.8181818181818183,Demi Stokes,0.29369214518643894,0.2909090909090909,0.26886333480760727
1285,Manchester City WFC,3775632,5,5,Error,Error,1.875,2,4,2.75,Alex Greenwood,0.33551671653788956,0.3392857142857143,0.14426169590643276
1286,Manchester City WFC,3775632,6,16,Error,Error,1.6727272727272726,2,4,2.5454545454545454,Alex Greenwood,0.28687827559660867,0.4636363636363636,0.631200935903888
1287,Brighton & Hove Albion WFC,3775629,0,7,Error,Error,2.0952380952380953,Error,Error,Error,Error,0.34250617260286553,0.23809523809523808,0.14761904761904762
1288,Brighton & Hove Albion WFC,3775629,1,27,Error,Error,1.7272727272727273,2,4,3,Ellie Brazil,0.27802457606672626,0.4,0.41873015873015873
1289,Brighton & Hove Albion WFC,3775629,2,7,Error,Error,0.9166666666666666,Error,Error,Error,Error,Error,0.1527777777777778,0.12962962962962962
1290,Brighton & Hove Albion WFC,3775629,3,11,Error,Error,1.9107142857142858,Error,Error,Error,Error,0.2727372434375882,0.19642857142857142,0.08541666666666667
1291,Brighton & Hove Albion WFC,3775629,4,6,Error,Error,1.4285714285714286,Error,Error,Error,Error,0.24158705090699423,0.17857142857142858,0
1292,Brighton & Hove Albion WFC,3775629,5,8,Error,Error,0.5,Error,Error,Error,Error,Error,0.3333333333333333,0.2916666666666667
1293,Brighton & Hove Albion WFC,3775629,6,14,Error,Error,2.381818181818182,3,5,3.6363636363636362,Danielle Buet,0.27739095426112287,0.22727272727272727,0.21905871905871907
1294,Manchester City WFC,3775629,0,11,Error,Error,1.6636363636363636,2,3,2.3636363636363638,Alex Greenwood,0.28732676822877623,0.4090909090909091,0.542357033934574
1295,Manchester City WFC,3775629,1,28,Error,Error,1.3909090909090909,1,2,1.9090909090909092,Alex Greenwood,0.2936265590371116,0.6090909090909091,0.7742193754918514
1296,Manchester City WFC,3775629,2,8,Error,Error,2.111111111111111,2,4,3.2,Stephanie Houghton,0.2907044816057882,0.2777777777777778,0.5247070181280707
1297,Manchester City WFC,3775629,3,12,Error,Error,1.7181818181818183,2,4,2.727272727272727,Ellie Roebuck,0.2826525135605318,0.43636363636363634,0.6171888683280218
1298,Manchester City WFC,3775629,4,6,Error,Error,1.6545454545454545,2,3,2.4545454545454546,Alex Greenwood,0.28494463013530463,0.41818181818181815,0.5226969707635328
1299,Manchester City WFC,3775629,5,9,Error,Error,1.6272727272727272,2,3,2.3636363636363638,Alex Greenwood,0.28626090237605784,0.43636363636363634,0.500777867164945
1300,Manchester City WFC,3775629,6,15,Error,Error,1.5151515151515151,2,3,2.0833333333333335,Alex Greenwood,0.2767807225132141,0.49242424242424243,0.6153943033749485
1301,Brighton & Hove Albion WFC,3775619,0,14,Error,Error,1.7636363636363637,Error,Error,Error,Error,0.2646027882017893,0.2636363636363636,0.31181832692868344
1302,Brighton & Hove Albion WFC,3775619,1,7,Error,Error,2.1,2,5,3.6,Geum-Min Lee,0.28257803904404616,0.3,0.32957258341933265
1303,Brighton & Hove Albion WFC,3775619,2,15,Error,Error,1.7727272727272727,2,4,2.909090909090909,Felicity Gibbons,0.2750385412561347,0.4090909090909091,0.453605960760296
1304,Brighton & Hove Albion WFC,3775619,3,5,Error,Error,1.4,Error,Error,Error,Error,0.22423172903040742,0.2111111111111111,0.09252136752136753
1305,Brighton & Hove Albion WFC,3775619,4,19,Error,Error,1.5454545454545454,2,3,2.090909090909091,Geum-Min Lee,0.2961016895849302,0.4636363636363636,0.4316295578654876
1306,Brighton & Hove Albion WFC,3775619,5,7,Error,Error,2.018181818181818,Error,Error,Error,Error,0.2514657985746716,0.2636363636363636,0.34855918934866303
1307,Brighton & Hove Albion WFC,3775619,6,8,Error,Error,1.8222222222222222,2,4,3,Danique Kerkdijk,0.2811282784408094,0.34444444444444444,0.3767657663973454
1308,Brighton & Hove Albion WFC,3775619,7,7,Error,Error,1.1805555555555556,Error,Error,Error,Error,0.2775866840456074,0.2222222222222222,0.26175213675213677
1309,Reading WFC,3775619,0,15,Error,Error,1.6545454545454545,2,3,2.5454545454545454,Jessica Fishlock,0.2859946537210019,0.42727272727272725,0.47615249647335206
1310,Reading WFC,3775619,1,7,Error,Error,1.75,2,4,2.375,Angharad James,0.3411904596494193,0.375,0.529922385620915
1311,Reading WFC,3775619,2,13,Error,Error,1.9333333333333333,2,5,2.9,Grace Moloney,0.30841504021045596,0.36666666666666664,0.4234968111335249
1312,Reading WFC,3775619,3,5,Error,Error,1.0138888888888888,Error,Error,Error,Error,0.2605885230647702,0.18055555555555555,0.05308641975308642
1313,Reading WFC,3775619,4,18,Error,Error,1.5888888888888888,Error,Error,Error,Error,0.27655672375021345,0.36666666666666664,0.4137435546669473
1314,Reading WFC,3775619,5,9,Error,Error,2.581818181818182,3,5,4.090909090909091,Molly Bartrip,0.2873358956127652,0.2,0.08152958152958152
1315,Reading WFC,3775619,6,6,Error,Error,0.9888888888888889,Error,Error,Error,Error,0.24956072578940186,0.2111111111111111,0.13154761904761905
1316,Reading WFC,3775619,7,8,Error,Error,0.7666666666666667,Error,Error,Error,Error,0.28867517883890603,0.23333333333333334,0.12222222222222222
1317,Arsenal WFC,3775600,0,23,Error,Error,1.5272727272727273,2,3,2.1818181818181817,Bethany Mead,0.28993094565377536,0.509090909090909,0.5561054476994701
1318,Arsenal WFC,3775600,1,19,Error,Error,1.5545454545454545,2,3,2.272727272727273,Bethany Mead,0.29421347672344084,0.4818181818181818,0.5709739004476365
1319,Arsenal WFC,3775600,2,11,Error,Error,1.6666666666666667,2,3,2.4,Danielle van de Donk,0.29600274090342077,0.3888888888888889,0.494773920484107
1320,Arsenal WFC,3775600,3,15,Error,Error,1.988888888888889,2,4,3,Danielle van de Donk,0.2945639343879639,0.3111111111111111,0.48738143435511855
1321,Arsenal WFC,3775600,4,9,Error,Error,1.5555555555555556,Error,Error,Error,Error,0.25357840685052147,0.2,0.23757759784075574
1322,Arsenal WFC,3775600,5,8,Error,Error,2.1545454545454548,2,5,3.272727272727273,Carlotte Wubben-Moy,0.2766709375568042,0.2636363636363636,0.39397026109354877
1323,Manchester City WFC,3775600,0,23,Error,Error,1.6090909090909091,2,3,2.272727272727273,Abby Dahlkemper,0.28595348926463193,0.45454545454545453,0.5623505064616168
1324,Manchester City WFC,3775600,1,20,Error,Error,1.690909090909091,2,3,2.4545454545454546,Abby Dahlkemper,0.28672480945024315,0.41818181818181815,0.4781185154714567
1325,Manchester City WFC,3775600,2,9,Error,Error,1.6444444444444444,Error,Error,Error,Error,0.2826360825952066,0.3,0.32182683982683985
1326,Manchester City WFC,3775600,3,19,Error,Error,2.0,2,4,3.1818181818181817,Alex Greenwood,0.28243705599423097,0.2909090909090909,0.36829544724281565
1327,Manchester City WFC,3775600,4,8,Error,Error,2.118181818181818,3,4,3.4545454545454546,Abby Dahlkemper,0.2910077149484493,0.2636363636363636,0.35665001665001667
1328,Manchester City WFC,3775600,5,7,Error,Error,0.4166666666666667,Error,Error,Error,Error,Error,0.25,0
1329,Chelsea FCW,3775605,0,26,Error,Error,1.4363636363636363,2,3,2.090909090909091,Ann-Katrin Berger,0.29482546687229394,0.5727272727272728,0.615680848750648
1330,Chelsea FCW,3775605,1,10,Error,Error,1.9454545454545455,2,4,3,So-Yun Ji,0.2813446641652352,0.3090909090909091,0.39295527209965714
1331,Chelsea FCW,3775605,2,7,Error,Error,1.8454545454545455,2,3,2.5454545454545454,Millie Bright,0.26903496838113644,0.35454545454545455,0.5520426827781961
1332,Chelsea FCW,3775605,3,10,Error,Error,1.8181818181818181,2,3,2.6363636363636362,Melanie Leupolz,0.27587238694839417,0.35454545454545455,0.5633204408257776
1333,Chelsea FCW,3775605,4,18,Error,Error,1.7196969696969697,2,3,2.75,Hannah Jayne Blundell,0.2596319129439467,0.42424242424242425,0.5760565176058849
1334,Chelsea FCW,3775605,5,18,Error,Error,1.4727272727272727,2,3,2.1818181818181817,Hannah Jayne Blundell,0.2932326239920813,0.5454545454545454,0.5778393019479946
1335,Tottenham Hotspur Women,3775605,0,24,Error,Error,1.509090909090909,2,3,2.3636363636363638,Abbie McManus,0.291254629459507,0.5272727272727272,0.5407684305358724
1336,Tottenham Hotspur Women,3775605,1,10,Error,Error,2.3,3,5,4,Abbie McManus,0.2916860680643579,0.28888888888888886,0.3135492577597841
1337,Tottenham Hotspur Women,3775605,2,8,Error,Error,1.6904761904761905,Error,Error,Error,Error,0.3586835750788185,0.21428571428571427,0.15873015873015872
1338,Tottenham Hotspur Women,3775605,3,10,Error,Error,2.3333333333333335,3,6,4.1,Josie Green,0.2943440819558808,0.25555555555555554,0.19824786324786325
1339,Tottenham Hotspur Women,3775605,4,18,Error,Error,1.709090909090909,2,3,2.5454545454545454,Abbie McManus,0.28961339185114954,0.38181818181818183,0.44493265993265996
1340,Tottenham Hotspur Women,3775605,5,15,Error,Error,1.9444444444444444,2,4,3.2,Aurora Watten Mikalsen,0.2947531557633591,0.32222222222222224,0.3912412280701754
1341,Manchester City WFC,3775626,0,16,Error,Error,1.5727272727272728,2,3,2.272727272727273,Chloe Kelly,0.2904329000032439,0.4818181818181818,0.5967347358377614
1342,Manchester City WFC,3775626,1,13,Error,Error,1.7181818181818183,2,4,2.5454545454545454,Janine Elizabeth Beckie,0.28468464925437914,0.4090909090909091,0.5604426488240786
1343,Manchester City WFC,3775626,2,6,Error,Error,1.988888888888889,2,4,3,Esme Beth Morgan,0.29718727108577825,0.28888888888888886,0.2890756871854433
1344,Manchester City WFC,3775626,3,6,Error,Error,2.0444444444444443,2,4,3,Janine Elizabeth Beckie,0.2972228960710854,0.28888888888888886,0.3891339869281046
1345,Manchester City WFC,3775626,5,8,Error,Error,2.036363636363636,3,5,3.5454545454545454,Georgia Stanway,0.266778334599118,0.32727272727272727,0.4753187417158005
1346,Manchester City WFC,3775626,6,9,Error,Error,1.9363636363636363,2,4,2.727272727272727,Esme Beth Morgan,0.2871176267724512,0.3181818181818182,0.39409747486997065
1347,Manchester City WFC,3775626,7,5,Error,Error,1.7666666666666666,Error,Error,Error,Error,0.2777274568680931,0.28888888888888886,0.45806300745325135
1348,Manchester City WFC,3775626,8,9,Error,Error,1.7545454545454546,2,3,2.3636363636363638,Georgia Stanway,0.2662727616735084,0.35454545454545455,0.6590303122646077
1349,Manchester City WFC,3775626,9,9,Error,Error,1.6805555555555556,2,4,2.6666666666666665,Esme Beth Morgan,0.31465114417947554,0.4583333333333333,0.581033739671951
1350,Aston Villa,3775626,0,14,Error,Error,1.8363636363636364,2,4,2.727272727272727,Nadine Hanssen,0.29001549793354603,0.34545454545454546,0.41905866662551156
1351,Aston Villa,3775626,1,12,Error,Error,2.1454545454545455,3,5,3.3636363636363638,Anita Amma Ankyewah Asante,0.26440484927229013,0.2818181818181818,0.2944059709691639
1352,Aston Villa,3775626,2,4,Error,Error,1.0714285714285714,Error,Error,Error,Error,0.2415869920181149,0.17857142857142858,0.08541666666666667
1353,Aston Villa,3775626,3,6,Error,Error,2.033333333333333,Error,Error,Error,Error,0.2624330891490307,0.2,0.021111111111111112
1354,Aston Villa,3775626,5,9,Error,Error,1.1111111111111112,Error,Error,Error,Error,0.1886901522116858,0.2,0.20277777777777778
1355,Aston Villa,3775626,6,6,Error,Error,1.8444444444444446,Error,Error,Error,Error,0.2741706566907705,0.25555555555555554,0.24333333333333335
1356,Aston Villa,3775626,7,6,Error,Error,Error,Error,Error,Error,Error,0.3922326155638003,0.25,0
1357,Aston Villa,3775626,8,9,Error,Error,1.3888888888888888,Error,Error,Error,Error,0.2858959439489871,0.3055555555555556,0.3272653434934137
1358,Aston Villa,3775626,9,11,Error,Error,1.9363636363636363,2,4,3,Elisha N''Dow,0.28050757797678116,0.3,0.39493050808840285
1359,Bristol City WFC,3775614,0,11,Error,Error,1.0416666666666667,Error,Error,Error,Error,0.26087031609558453,0.16666666666666666,0.14814814814814814
1360,Bristol City WFC,3775614,1,20,Error,Error,2.1,Error,Error,Error,Error,0.2497736681066915,0.17777777777777778,0.09206349206349206
1361,Bristol City WFC,3775614,2,10,Error,Error,1.7361111111111112,Error,Error,Error,Error,0.30379644254191657,0.3055555555555556,0.3721572449642625
1362,Bristol City WFC,3775614,3,4,Error,Error,Error,Error,Error,Error,Error,Error,0.15,0
1363,Bristol City WFC,3775614,4,12,Error,Error,2.0,2,4,3.3,Kiera Skeels,0.28283082701633017,0.32222222222222224,0.2982587003639635
1364,Bristol City WFC,3775614,5,6,Error,Error,1.3472222222222223,Error,Error,Error,Error,0.2665932474971251,0.20833333333333334,0.09183285849952516
1365,Bristol City WFC,3775614,6,3,Error,Error,1.6944444444444444,Error,Error,Error,Error,0.2608694601791153,0.1527777777777778,0.19074074074074074
1366,Bristol City WFC,3775614,7,13,Error,Error,0.9523809523809523,Error,Error,Error,Error,0.27902333545718794,0.2857142857142857,0.4269005847953216
1367,Chelsea FCW,3775614,0,13,Error,Error,1.6363636363636365,2,3,2.3636363636363638,Ann-Katrin Berger,0.28434718928855135,0.42727272727272725,0.5070527780566085
1368,Chelsea FCW,3775614,1,21,Error,Error,1.4090909090909092,2,3,2.272727272727273,Jonna Ann-Charlotte Andersson,0.29011216409274554,0.6181818181818182,0.697612475811401
1369,Chelsea FCW,3775614,2,10,Error,Error,1.3194444444444444,Error,Error,Error,Error,0.2767791473747091,0.3472222222222222,0.3245851451991803
1370,Chelsea FCW,3775614,3,6,Error,Error,1.5444444444444445,2,3,2.3,Francesca Kirby,0.3094399893062894,0.4888888888888889,0.4983163495989271
1371,Chelsea FCW,3775614,4,14,Error,Error,1.5545454545454545,2,3,2.5454545454545454,Magdalena Lilly Eriksson,0.28770516618224057,0.5,0.5785148040585005
1372,Chelsea FCW,3775614,5,5,Error,Error,2.109090909090909,2,5,3.272727272727273,Jonna Ann-Charlotte Andersson,0.27513453331556237,0.2545454545454545,0.3917689316211306
1373,Chelsea FCW,3775614,6,6,Error,Error,2.0,Error,Error,Error,Error,0.2772039876507561,0.23333333333333334,0.3795633314054367
1374,Chelsea FCW,3775614,7,13,Error,Error,1.6818181818181819,2,4,2.3636363636363638,Ann-Katrin Berger,0.29607664669653344,0.41818181818181815,0.46913054709302254
1375,Brighton & Hove Albion WFC,3775603,0,29,Error,Error,1.5272727272727273,2,3,2.272727272727273,Danique Kerkdijk,0.28900928681156723,0.509090909090909,0.5366478404593029
1376,Brighton & Hove Albion WFC,3775603,1,2,Error,Error,2.2142857142857144,3,5,3.625,Emma Wilhelmina Koivisto,0.3243820981552106,0.26785714285714285,0.19756944444444444
1377,Brighton & Hove Albion WFC,3775603,2,9,Error,Error,2.3222222222222224,3,5,3.8,Inessa Kaagman,0.2709692144352715,0.2777777777777778,0.3677541931752458
1378,Brighton & Hove Albion WFC,3775603,3,27,Error,Error,1.8272727272727274,2,4,2.909090909090909,Geum-Min Lee,0.27854671266726094,0.35454545454545455,0.4720552197117662
1379,Brighton & Hove Albion WFC,3775603,4,13,Error,Error,2.036363636363636,2,4,3.1818181818181817,Megan Connolly,0.2692023950392926,0.3,0.3863541761269034
1380,Brighton & Hove Albion WFC,3775603,5,5,Error,Error,0.6666666666666666,Error,Error,Error,Error,Error,0.3333333333333333,0
1381,West Ham United LFC,3775603,0,28,Error,Error,1.3909090909090909,2,3,2.090909090909091,Cecilie Redisch Kvamme,0.2969763049827888,0.6181818181818182,0.6405831077909874
1382,West Ham United LFC,3775603,1,5,Error,Error,2.642857142857143,Error,Error,Error,Error,0.37796447300922725,0.16666666666666666,0
1383,West Ham United LFC,3775603,2,9,Error,Error,2.066666666666667,2,4,3.3,Lois Joel,0.2834811637998388,0.28888888888888886,0.35015262515262513
1384,West Ham United LFC,3775603,3,27,Error,Error,1.6727272727272726,2,3,2.5454545454545454,Gilly Louise Scarlett Flaherty,0.2908859164257331,0.4090909090909091,0.37714879014118413
1385,West Ham United LFC,3775603,4,14,Error,Error,1.8363636363636364,2,4,2.727272727272727,Laura Vetterlein,0.26912926004900417,0.35454545454545455,0.3831111426425053
1386,West Ham United LFC,3775603,5,5,Error,Error,2.7222222222222223,3,7,4.333333333333333,Emily Louise van Egmond,0.3144243385152544,0.2222222222222222,0.10432098765432099
1387,Manchester City WFC,3775625,0,10,Error,Error,1.7272727272727273,2,3,2.5454545454545454,Alex Greenwood,0.28858003033129637,0.38181818181818183,0.45204741058399595
1388,Manchester City WFC,3775625,1,27,Error,Error,1.4090909090909092,2,3,2.272727272727273,Alex Greenwood,0.2889022136802205,0.6272727272727273,0.7855739132965829
1389,Manchester City WFC,3775625,2,6,Error,Error,2.3055555555555554,3,6,4.111111111111111,Alex Greenwood,0.26510040567304516,0.2916666666666667,0.26065127205478084
1390,Manchester City WFC,3775625,3,10,Error,Error,1.8545454545454545,2,4,2.909090909090909,Keira Walsh,0.28080655321495773,0.34545454545454546,0.4454519179119339
1391,Manchester City WFC,3775625,4,8,Error,Error,1.5636363636363637,2,3,2.1818181818181817,Alex Greenwood,0.2920013223419231,0.4636363636363636,0.5644035953012225
1392,Manchester City WFC,3775625,5,9,Error,Error,1.5888888888888888,2,4,2.3,Alex Greenwood,0.30677237696421256,0.4888888888888889,0.680193140952238
1393,Manchester City WFC,3775625,6,18,Error,Error,1.5454545454545454,2,3,2.272727272727273,Alex Greenwood,0.292023271098911,0.4909090909090909,0.6135670771741123
1394,Bristol City WFC,3775625,0,9,Error,Error,1.3095238095238095,Error,Error,Error,Error,0.3212181561295347,0.21428571428571427,0
1395,Bristol City WFC,3775625,1,21,Error,Error,0.65,Error,Error,Error,Error,Error,0.2,0
1396,Bristol City WFC,3775625,2,7,Error,Error,2.15,2,4,3.4,Florence Allen,0.4149205496275259,0.35,0
1397,Bristol City WFC,3775625,3,2,Error,Error,Error,Error,Error,Error,Error,Error,0.0,Error
1398,Bristol City WFC,3775625,4,7,Error,Error,0.6666666666666666,Error,Error,Error,Error,Error,0.3333333333333333,0
1399,Bristol City WFC,3775625,5,8,Error,Error,0.5,Error,Error,Error,Error,Error,0.5,0
1400,Bristol City WFC,3775625,6,16,Error,Error,2.5,3,5,4,Carla Humphrey,0.23891102049230092,0.22727272727272727,0.30833333333333335
1401,Tottenham Hotspur Women,3775613,0,24,Error,Error,1.7333333333333334,2,3,2.6,Abbie McManus,0.30231792063653473,0.37777777777777777,0.3879930982530162
1402,Tottenham Hotspur Women,3775613,1,6,Error,Error,Error,Error,Error,Error,Error,0.26796368698540135,0.16071428571428573,0
1403,Tottenham Hotspur Women,3775613,2,10,Error,Error,1.8555555555555556,2,4,3.1,Abbie McManus,0.2882547341885026,0.35555555555555557,0.46601401408461746
1404,Tottenham Hotspur Women,3775613,3,15,Error,Error,2.090909090909091,3,4,3.5454545454545454,Abbie McManus,0.27731520589199965,0.2909090909090909,0.34870205552023736
1405,Tottenham Hotspur Women,3775613,4,7,Error,Error,2.111111111111111,2,4,3,Alanna Stephanie Kennedy,0.2855716968527636,0.2777777777777778,0.43894122217651627
1406,Tottenham Hotspur Women,3775613,5,14,Error,Error,1.6454545454545455,2,3,2.3636363636363638,Abbie McManus,0.2886046803102727,0.41818181818181815,0.4707011348573836
1407,Tottenham Hotspur Women,3775613,6,6,Error,Error,1.25,Error,Error,Error,Error,0.24360308623764862,0.16666666666666666,0.2222222222222222
1408,Arsenal WFC,3775613,0,25,Error,Error,1.3363636363636364,2,2,2,Caitlin Jade Foord,0.2991887565563083,0.6636363636363637,0.6830308206709549
1409,Arsenal WFC,3775613,1,8,Error,Error,1.990909090909091,2,4,2.8181818181818183,Jordan Nobbs,0.2782127415114353,0.3,0.4401345925596232
1410,Arsenal WFC,3775613,2,10,Error,Error,1.690909090909091,2,3,2.3636363636363638,Carlotte Wubben-Moy,0.2922438081189873,0.4,0.5469910012160385
1411,Arsenal WFC,3775613,3,15,Error,Error,1.6272727272727272,2,3,2.3636363636363638,Danielle van de Donk,0.2839236355630197,0.44545454545454544,0.5772824006651476
1412,Arsenal WFC,3775613,4,8,Error,Error,1.7222222222222223,2,3,2.5,Lia Wälti,0.3084840702062665,0.4,0.43604228520017996
1413,Arsenal WFC,3775613,5,14,Error,Error,1.4777777777777779,2,3,2.1,Anna Patten,0.3051727411126675,0.5333333333333333,0.5363171679369458
1414,Arsenal WFC,3775613,6,6,Error,Error,1.9727272727272727,2,4,3.1818181818181817,Lia Wälti,0.2822496043232294,0.3,0.34021750607116463
1415,Reading WFC,3775598,0,46,Error,Error,1.3454545454545455,1,2,1.8181818181818181,Emma Mitchell,0.2966682425736767,0.6545454545454545,0.7587692462006241
1416,Reading WFC,3775598,1,19,Error,Error,1.4777777777777779,2,3,2.1,Angharad James,0.31047530578874716,0.5333333333333333,0.5199224652320199
1417,Reading WFC,3775598,2,5,Error,Error,1.7666666666666666,Error,Error,Error,Error,0.26659230995912403,0.2,0.1313034188034188
1418,Reading WFC,3775598,3,18,Error,Error,2.4363636363636365,3,6,4.181818181818182,Emma Mitchell,0.27674053570203366,0.23636363636363636,0.20894105894105894
1419,Tottenham Hotspur Women,3775598,0,43,Error,Error,1.509090909090909,2,3,2.090909090909091,Abbie McManus,0.28508625229904283,0.5181818181818182,0.644538337598589
1420,Tottenham Hotspur Women,3775598,1,18,Error,Error,2.066666666666667,3,5,3.5,Abbie McManus,0.2902829740577354,0.32222222222222224,0.3531793684136431
1421,Tottenham Hotspur Women,3775598,2,7,Error,Error,1.3888888888888888,Error,Error,Error,Error,0.2789800793160525,0.2361111111111111,0.27783882783882785
1422,Tottenham Hotspur Women,3775598,3,18,Error,Error,1.7818181818181817,2,4,2.6363636363636362,Esther Morgan,0.27250024566768394,0.37272727272727274,0.40534514618478196
1423,Bristol City WFC,3775601,0,45,Error,Error,1.5454545454545454,2,3,2.272727272727273,Carla Humphrey,0.2886049027865617,0.4909090909090909,0.4887981268871946
1424,Bristol City WFC,3775601,1,11,Error,Error,2.2777777777777777,3,5,3.5555555555555554,Sophie Baggaley,0.29884843953880696,0.2638888888888889,0.14638447971781304
1425,Bristol City WFC,3775601,2,25,Error,Error,1.9727272727272727,Error,Error,Error,Error,0.2580944281331268,0.2636363636363636,0.2117675862861999
1426,Bristol City WFC,3775601,3,6,Error,Error,0.7,Error,Error,Error,Error,0.28284345636496067,0.25,0
